2025-11-17 06:54:35,659 - INFO - 正在连接Milvus: 127.0.0.1:54104
2025-11-17 06:54:45,779 - ERROR - 连接Milvus失败: <MilvusException: (code=2, message=Fail connecting to server on 127.0.0.1:54104, illegal connection params or server unavailable)>
2025-11-17 06:54:45,779 - ERROR - 可能的原因: 
1. 网络连接问题
2. 认证信息错误
3. 集合不存在
4. Milvus服务未启动
2025-11-17 06:54:45,780 - ERROR - 加载JSON文件 user_features.json 失败: [Errno 2] No such file or directory: 'user_features.json'
2025-11-17 06:54:45,780 - ERROR - 加载JSON文件 top_k_risk_descriptions.json 失败: [Errno 2] No such file or directory: 'top_k_risk_descriptions.json'
2025-11-17 06:54:45,781 - ERROR - Milvus集合未初始化
2025-11-17 07:40:32,923 - INFO - 正在连接Milvus Lite数据库: ./milvus.db
2025-11-17 07:40:33,458 - ERROR - 集合 'intention' 不存在
2025-11-17 07:40:33,459 - ERROR - 加载JSON文件 user_features.json 失败: [Errno 2] No such file or directory: 'user_features.json'
2025-11-17 07:40:33,459 - ERROR - 加载JSON文件 top_k_risk_descriptions.json 失败: [Errno 2] No such file or directory: 'top_k_risk_descriptions.json'
2025-11-17 07:40:33,459 - ERROR - Milvus Lite集合未初始化
2025-11-17 08:14:57,933 - INFO - 正在连接Milvus Lite数据库: ./milvus.db
2025-11-17 08:14:58,552 - ERROR - 集合 'intention' 不存在
2025-11-17 08:14:58,553 - ERROR - Milvus Lite集合未初始化
2025-11-17 08:17:12,262 - INFO - 正在连接Milvus Lite数据库: ./milvus.db
2025-11-17 08:17:12,888 - INFO - 集合包含 0 个实体
2025-11-17 08:17:12,888 - INFO - 成功连接到Milvus Lite集合: test_collection
2025-11-17 08:17:12,890 - INFO - 集合包含 0 个实体
2025-11-17 08:17:12,890 - ERROR - 集合中缺少 'embedding' 字段
2025-11-17 10:22:17,004 - INFO - 成功连接到MilvusLite: ./milvus.db
2025-11-17 10:22:17,542 - INFO - 索引创建成功
2025-11-17 10:22:17,542 - INFO - 集合 intention 准备就绪
2025-11-17 10:22:17,542 - INFO - 开始导入意图识别训练数据到Milvus
2025-11-17 10:22:17,543 - ERROR - 加载意图识别训练数据失败: Extra data: line 2 column 1 (char 87)
2025-11-17 10:22:17,543 - ERROR - 没有意图识别训练数据可导入
2025-11-17 10:49:40,397 - INFO - 成功连接到MilvusLite: ./milvus.db
2025-11-17 10:49:40,399 - INFO - 集合 intention 已存在
2025-11-17 10:49:40,402 - INFO - 集合索引已存在
2025-11-17 10:49:40,402 - INFO - 集合 intention 准备就绪
2025-11-17 10:49:40,402 - INFO - 开始导入意图识别训练数据到Milvus
2025-11-17 10:49:40,403 - INFO - 成功加载 101 条意图识别训练数据
2025-11-17 10:49:40,403 - INFO - 开始批量插入数据到Milvus，总记录数: 101，批次大小: 50
2025-11-17 10:49:40,403 - INFO - 处理批次 1，记录数: 50
2025-11-17 10:49:40,684 - INFO - 成功获取文本embedding，维度: 1024
2025-11-17 10:49:40,729 - INFO - 成功获取文本embedding，维度: 1024
2025-11-17 10:49:40,774 - INFO - 成功获取文本embedding，维度: 1024
2025-11-17 10:49:40,818 - INFO - 成功获取文本embedding，维度: 1024
2025-11-17 10:49:40,861 - INFO - 成功获取文本embedding，维度: 1024
2025-11-17 10:49:40,905 - INFO - 成功获取文本embedding，维度: 1024
2025-11-17 10:49:40,948 - INFO - 成功获取文本embedding，维度: 1024
2025-11-17 10:49:40,990 - INFO - 成功获取文本embedding，维度: 1024
2025-11-17 10:49:41,035 - INFO - 成功获取文本embedding，维度: 1024
2025-11-17 10:49:41,081 - INFO - 成功获取文本embedding，维度: 1024
2025-11-17 10:49:41,125 - INFO - 成功获取文本embedding，维度: 1024
2025-11-17 10:49:41,169 - INFO - 成功获取文本embedding，维度: 1024
2025-11-17 10:49:41,212 - INFO - 成功获取文本embedding，维度: 1024
2025-11-17 10:49:41,256 - INFO - 成功获取文本embedding，维度: 1024
2025-11-17 10:49:41,300 - INFO - 成功获取文本embedding，维度: 1024
2025-11-17 10:49:41,346 - INFO - 成功获取文本embedding，维度: 1024
2025-11-17 10:49:41,390 - INFO - 成功获取文本embedding，维度: 1024
2025-11-17 10:49:41,437 - INFO - 成功获取文本embedding，维度: 1024
2025-11-17 10:49:41,484 - INFO - 成功获取文本embedding，维度: 1024
2025-11-17 10:49:41,528 - INFO - 成功获取文本embedding，维度: 1024
2025-11-17 10:49:41,572 - INFO - 成功获取文本embedding，维度: 1024
2025-11-17 10:49:41,615 - INFO - 成功获取文本embedding，维度: 1024
2025-11-17 10:49:41,658 - INFO - 成功获取文本embedding，维度: 1024
2025-11-17 10:49:41,702 - INFO - 成功获取文本embedding，维度: 1024
2025-11-17 10:49:41,744 - INFO - 成功获取文本embedding，维度: 1024
2025-11-17 10:49:41,786 - INFO - 成功获取文本embedding，维度: 1024
2025-11-17 10:49:41,828 - INFO - 成功获取文本embedding，维度: 1024
2025-11-17 10:49:41,870 - INFO - 成功获取文本embedding，维度: 1024
2025-11-17 10:49:41,912 - INFO - 成功获取文本embedding，维度: 1024
2025-11-17 10:49:41,955 - INFO - 成功获取文本embedding，维度: 1024
2025-11-17 10:49:41,998 - INFO - 成功获取文本embedding，维度: 1024
2025-11-17 10:49:42,040 - INFO - 成功获取文本embedding，维度: 1024
2025-11-17 10:49:42,082 - INFO - 成功获取文本embedding，维度: 1024
2025-11-17 10:49:42,134 - INFO - 成功获取文本embedding，维度: 1024
2025-11-17 10:49:42,180 - INFO - 成功获取文本embedding，维度: 1024
2025-11-17 10:49:42,224 - INFO - 成功获取文本embedding，维度: 1024
2025-11-17 10:49:42,271 - INFO - 成功获取文本embedding，维度: 1024
2025-11-17 10:49:42,315 - INFO - 成功获取文本embedding，维度: 1024
2025-11-17 10:49:42,357 - INFO - 成功获取文本embedding，维度: 1024
2025-11-17 10:49:42,403 - INFO - 成功获取文本embedding，维度: 1024
2025-11-17 10:49:42,450 - INFO - 成功获取文本embedding，维度: 1024
2025-11-17 10:49:42,505 - INFO - 成功获取文本embedding，维度: 1024
2025-11-17 10:49:42,549 - INFO - 成功获取文本embedding，维度: 1024
2025-11-17 10:49:42,593 - INFO - 成功获取文本embedding，维度: 1024
2025-11-17 10:49:42,640 - INFO - 成功获取文本embedding，维度: 1024
2025-11-17 10:49:42,684 - INFO - 成功获取文本embedding，维度: 1024
2025-11-17 10:49:42,729 - INFO - 成功获取文本embedding，维度: 1024
2025-11-17 10:49:42,771 - INFO - 成功获取文本embedding，维度: 1024
2025-11-17 10:49:42,815 - INFO - 成功获取文本embedding，维度: 1024
2025-11-17 10:49:42,857 - INFO - 成功获取文本embedding，维度: 1024
2025-11-17 10:49:43,508 - INFO - 成功插入 50 条记录，插入ID: 50
2025-11-17 10:49:43,510 - INFO - 批次 1 处理完成
2025-11-17 10:49:43,511 - INFO - 处理批次 2，记录数: 50
2025-11-17 10:49:43,559 - INFO - 成功获取文本embedding，维度: 1024
2025-11-17 10:49:43,609 - INFO - 成功获取文本embedding，维度: 1024
2025-11-17 10:49:43,654 - INFO - 成功获取文本embedding，维度: 1024
2025-11-17 10:49:43,706 - INFO - 成功获取文本embedding，维度: 1024
2025-11-17 10:49:43,756 - INFO - 成功获取文本embedding，维度: 1024
2025-11-17 10:49:43,797 - INFO - 成功获取文本embedding，维度: 1024
2025-11-17 10:49:43,840 - INFO - 成功获取文本embedding，维度: 1024
2025-11-17 10:49:43,884 - INFO - 成功获取文本embedding，维度: 1024
2025-11-17 10:49:43,935 - INFO - 成功获取文本embedding，维度: 1024
2025-11-17 10:49:43,985 - INFO - 成功获取文本embedding，维度: 1024
2025-11-17 10:49:44,028 - INFO - 成功获取文本embedding，维度: 1024
2025-11-17 10:49:44,070 - INFO - 成功获取文本embedding，维度: 1024
2025-11-17 10:49:44,117 - INFO - 成功获取文本embedding，维度: 1024
2025-11-17 10:49:44,158 - INFO - 成功获取文本embedding，维度: 1024
2025-11-17 10:49:44,199 - INFO - 成功获取文本embedding，维度: 1024
2025-11-17 10:49:44,242 - INFO - 成功获取文本embedding，维度: 1024
2025-11-17 10:49:44,288 - INFO - 成功获取文本embedding，维度: 1024
2025-11-17 10:49:44,335 - INFO - 成功获取文本embedding，维度: 1024
2025-11-17 10:49:44,380 - INFO - 成功获取文本embedding，维度: 1024
2025-11-17 10:49:44,427 - INFO - 成功获取文本embedding，维度: 1024
2025-11-17 10:49:44,471 - INFO - 成功获取文本embedding，维度: 1024
2025-11-17 10:49:44,515 - INFO - 成功获取文本embedding，维度: 1024
2025-11-17 10:49:44,560 - INFO - 成功获取文本embedding，维度: 1024
2025-11-17 10:49:44,605 - INFO - 成功获取文本embedding，维度: 1024
2025-11-17 10:49:44,649 - INFO - 成功获取文本embedding，维度: 1024
2025-11-17 10:49:44,692 - INFO - 成功获取文本embedding，维度: 1024
2025-11-17 10:49:44,736 - INFO - 成功获取文本embedding，维度: 1024
2025-11-17 10:49:44,780 - INFO - 成功获取文本embedding，维度: 1024
2025-11-17 10:49:44,824 - INFO - 成功获取文本embedding，维度: 1024
2025-11-17 10:49:44,869 - INFO - 成功获取文本embedding，维度: 1024
2025-11-17 10:49:44,913 - INFO - 成功获取文本embedding，维度: 1024
2025-11-17 10:49:44,958 - INFO - 成功获取文本embedding，维度: 1024
2025-11-17 10:49:45,002 - INFO - 成功获取文本embedding，维度: 1024
2025-11-17 10:49:45,045 - INFO - 成功获取文本embedding，维度: 1024
2025-11-17 10:49:45,088 - INFO - 成功获取文本embedding，维度: 1024
2025-11-17 10:49:45,132 - INFO - 成功获取文本embedding，维度: 1024
2025-11-17 10:49:45,176 - INFO - 成功获取文本embedding，维度: 1024
2025-11-17 10:49:45,220 - INFO - 成功获取文本embedding，维度: 1024
2025-11-17 10:49:45,265 - INFO - 成功获取文本embedding，维度: 1024
2025-11-17 10:49:45,314 - INFO - 成功获取文本embedding，维度: 1024
2025-11-17 10:49:45,364 - INFO - 成功获取文本embedding，维度: 1024
2025-11-17 10:49:45,416 - INFO - 成功获取文本embedding，维度: 1024
2025-11-17 10:49:45,462 - INFO - 成功获取文本embedding，维度: 1024
2025-11-17 10:49:45,507 - INFO - 成功获取文本embedding，维度: 1024
2025-11-17 10:49:45,551 - INFO - 成功获取文本embedding，维度: 1024
